"","종목코드","종목명","종가","대비","등락률","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"1","060310","3S",2410,10,0.42,NA,NA,745,3.23,0,0
"2","095570","AJ네트웍스",4070,70,1.75,982,4.14,6802,0.6,300,7.37
"3","006840","AK홀딩스",29650,950,3.31,2168,13.68,62448,0.47,750,2.53
"4","054620","APS홀딩스",7700,-10,-0.13,NA,NA,10530,0.73,0,0
"5","265520","AP시스템",28900,-100,-0.34,671,43.07,7468,3.87,50,0.17
"6","211270","AP위성",18900,950,5.29,51,370.59,5479,3.45,70,0.37
"7","027410","BGF",6540,10,0.15,281,23.27,15699,0.42,110,1.68
"8","282330","BGF리테일",174500,2000,1.16,8763,19.91,36022,4.84,2700,1.55
"9","138930","BNK금융지주",6630,210,3.27,1647,4.03,25415,0.26,360,5.43
"10","001460","BYC",359000,-1000,-0.28,33265,10.79,517079,0.69,1100,0.31
"11","001465","BYC우",159000,-500,-0.31,NA,NA,NA,NA,1150,0.72
"12","001040","CJ",94700,-1600,-1.66,8240,11.49,126448,0.75,1850,1.95
"13","079160","CJ CGV",29100,500,1.75,NA,NA,11590,2.51,0,0
"14","035760","CJ ENM",142300,0,0,5310,26.8,134364,1.06,1400,0.98
"15","00104K","CJ4우(전환)",72800,-500,-0.68,NA,NA,NA,NA,1900,2.61
"16","000120","CJ대한통운",172000,1500,0.88,1349,127.5,131146,1.31,0,0
"17","011150","CJ씨푸드",4600,130,2.91,51,90.2,1781,2.58,0,0
"18","011155","CJ씨푸드1우",36850,2100,6.04,NA,NA,NA,NA,0,0
"19","001045","CJ우",55500,500,0.91,NA,NA,NA,NA,1900,3.42
"20","097950","CJ제일제당",421000,13500,3.31,9516,44.24,297949,1.41,3500,0.83
"21","097955","CJ제일제당 우",189500,5500,2.99,NA,NA,NA,NA,3550,1.87
"22","051500","CJ프레시웨이",24300,1550,6.81,434,55.99,16967,1.43,250,1.03
"23","058820","CMG제약",4355,-45,-1.02,25,174.2,1297,3.36,0,0
"24","023460","CNH",2445,-10,-0.41,424,5.77,2811,0.87,30,1.23
"25","056000","COWON",2860,0,0,NA,NA,1229,2.33,0,0
"26","065770","CS",2595,25,0.97,NA,NA,1155,2.25,0,0
"27","083660","CSA 코스믹",2955,40,1.37,NA,NA,836,3.53,0,0
"28","000590","CS홀딩스",59600,500,0.85,8435,7.07,195584,0.3,500,0.84
"29","012030","DB",868,2,0.23,23,37.74,1049,0.83,0,0
"30","367340","DB금융스팩8호",2075,-5,-0.24,NA,NA,NA,NA,0,0
"31","016610","DB금융투자",5770,30,0.52,1172,4.92,16484,0.35,250,4.33
"32","005830","DB손해보험",44550,1500,3.48,5966,7.47,84026,0.53,1500,3.37
"33","000990","DB하이텍",52400,0,0,2410,21.74,14483,3.62,350,0.67
"34","000995","DB하이텍1우",104000,0,0,NA,NA,NA,NA,400,0.38
"35","139130","DGB금융지주",8310,440,5.59,1900,4.37,27296,0.3,410,4.93
"36","001530","DI동일",160500,-500,-0.31,6765,23.73,195965,0.82,1500,0.93
"37","000210","DL",78300,500,0.64,17223,4.55,153815,0.51,1300,1.66
"38","000215","DL우",40300,550,1.38,NA,NA,NA,NA,1350,3.35
"39","375500","DL이앤씨",121000,2500,2.11,NA,NA,NA,NA,0,0
"40","37550K","DL이앤씨우",73800,3000,4.24,NA,NA,NA,NA,0,0
"41","068790","DMS",8270,-40,-0.48,768,10.77,7205,1.15,75,0.91
"42","004840","DRB동일",6700,30,0.45,461,14.53,17771,0.38,100,1.49
"43","241520","DSC인베스트먼트",6100,600,10.91,233,26.18,1343,4.54,0,0
"44","155660","DSR",5320,-10,-0.19,546,9.74,9613,0.55,50,0.94
"45","069730","DSR제강",5200,-60,-1.14,469,11.09,9851,0.53,40,0.77
"46","017940","E1",40450,50,0.12,NA,NA,166288,0.24,2200,5.44
"47","245620","EDGC",9650,-150,-1.53,NA,NA,1090,8.85,0,0
"48","037370","EG",11200,200,1.82,NA,NA,4426,2.53,0,0
"49","079190","EMW",2780,0,0,120,23.17,971,2.86,0,0
"50","007700","F&F",147500,4500,3.15,7158,20.61,31366,4.7,1000,0.68
"51","130500","GH신소재",6580,70,1.08,204,32.25,3899,1.69,0,0
"52","114090","GKL",16750,50,0.3,1170,14.32,9460,1.77,659,3.93
"53","078930","GS",40300,300,0.75,5745,7.01,93746,0.43,1900,4.71
"54","083450","GST",20300,0,0,2010,10.1,10657,1.9,200,0.99
"55","006360","GS건설",40350,1300,3.33,5590,7.22,49623,0.81,1000,2.48
"56","001250","GS글로벌",2375,80,3.49,NA,NA,4351,0.55,0,0
"57","007070","GS리테일",36950,200,0.54,1729,21.37,28232,1.31,750,2.03
"58","078935","GS우",31900,200,0.63,NA,NA,NA,NA,1950,6.11
"59","028150","GS홈쇼핑",143500,200,0.14,18339,7.82,174659,0.82,6500,4.53
"60","045890","GV",336,3,0.9,NA,NA,811,0.41,0,0
"61","078150","HB테크놀러지",2775,-90,-3.14,41,67.68,2025,1.37,20,0.72
"62","012630","HDC",11050,150,1.38,4460,2.48,36131,0.31,200,1.81
"63","039570","HDC아이콘트롤스",9990,280,2.88,NA,NA,10245,0.98,350,3.5
"64","089470","HDC현대EP",6190,10,0.16,445,13.91,8886,0.7,120,1.94
"65","294870","HDC현대산업개발",28500,1100,4.01,8731,3.26,47095,0.61,500,1.75
"66","011200","HMM",21450,-150,-0.69,NA,NA,3420,6.27,0,0
"67","036640","HRS",5800,-70,-1.19,60,96.67,4475,1.3,0,0
"68","082740","HSD엔진",7700,380,5.19,NA,NA,5722,1.35,0,0
"69","335870","IBKS제12호스팩",2160,-5,-0.23,NA,NA,NA,NA,0,0
"70","351340","IBKS제13호스팩",2090,0,0,NA,NA,NA,NA,0,0
"71","351320","IBKS제14호스팩",2115,20,0.95,NA,NA,NA,NA,0,0
"72","373200","IBKS제15호스팩",2055,0,0,NA,NA,NA,NA,0,0
"73","003560","IHQ",2035,120,6.27,NA,NA,933,2.18,0,0
"74","095340","ISC",19700,850,4.51,311,63.34,12011,1.64,50,0.25
"75","099520","ITX-AI",2740,-45,-1.62,NA,NA,598,4.58,0,0
"76","175330","JB금융지주",6400,160,2.56,1641,3.9,17615,0.36,300,4.69
"77","234080","JW생명과학",20400,150,0.74,1385,14.73,7744,2.63,500,2.45
"78","067290","JW신약",4790,-20,-0.42,33,145.15,1514,3.16,60,1.25
"79","001060","JW중외제약",29500,-200,-0.67,NA,NA,10059,2.93,325,1.1
"80","001067","JW중외제약2우B",62700,1900,3.13,NA,NA,NA,NA,350,0.56
"81","001065","JW중외제약우",34100,3800,12.54,NA,NA,NA,NA,350,1.03
"82","096760","JW홀딩스",4965,-45,-0.9,NA,NA,2191,2.27,90,1.81
"83","035900","JYP Ent.",34300,-200,-0.58,947,36.22,4477,7.66,155,0.45
"84","024840","KBI메탈",2320,-10,-0.43,196,11.84,2735,0.85,0,0
"85","105560","KB금융",51200,800,1.59,8451,6.06,92672,0.55,2210,4.32
"86","024120","KB오토시스",10450,350,3.47,930,11.24,8912,1.17,230,2.2
"87","002380","KCC",207000,3000,1.47,NA,NA,421723,0.49,5500,2.66
"88","021320","KCC건설",8520,90,1.07,1319,6.46,17642,0.48,150,1.76
"89","036670","KCI",9330,-30,-0.32,1061,8.79,5775,1.62,200,2.14
"90","009070","KCTC",7440,-800,-9.71,239,31.13,6409,1.16,45,0.6
"91","009440","KC그린홀딩스",4360,40,0.93,369,11.82,7996,0.55,60,1.38
"92","119650","KC코트렐",8300,120,1.47,149,55.7,5805,1.43,30,0.36
"93","044180","KD",1215,278,29.67,NA,NA,2170,0.56,0,0
"94","092220","KEC",2330,-45,-1.89,NA,NA,1782,1.31,0,0
"95","151860","KG ETS",6020,0,0,2789,2.16,6733,0.89,110,1.83
"96","016380","KG동부제철",13000,150,1.17,NA,NA,8886,1.46,0,0
"97","016385","KG동부제철우",117000,5000,4.46,NA,NA,NA,NA,0,0
"98","046440","KG모빌리언스",9980,90,0.91,619,16.12,7541,1.32,200,2
"99","035600","KG이니시스",18200,-200,-1.09,1847,9.85,8937,2.04,330,1.81
"100","001390","KG케미칼",25150,-250,-0.98,7691,3.27,26210,0.96,350,1.39
"101","060720","KH바텍",20150,100,0.5,NA,NA,7998,2.52,0,0
"102","001940","KISCO홀딩스",15350,100,0.66,2909,5.28,44246,0.35,280,1.82
"103","122450","KMH",12300,100,0.82,334,36.83,4835,2.54,70,0.57
"104","052900","KMH하이텍",2035,-50,-2.4,48,42.4,1358,1.5,0,0
"105","058400","KNN",1710,-20,-1.16,61,28.03,1479,1.16,20,1.17
"106","114450","KPX생명과학",8900,180,2.06,80,111.25,4024,2.21,0,0
"107","025000","KPX케미칼",62100,600,0.98,8571,7.25,96367,0.64,2500,4.03
"108","092230","KPX홀딩스",57300,1200,2.14,8406,6.82,149477,0.38,2600,4.54
"109","000040","KR모터스",1320,-20,-1.49,NA,NA,318,4.15,0,0
"110","044450","KSS해운",10700,50,0.47,1034,10.35,12026,0.89,270,2.52
"111","030200","KT",27050,50,0.19,2526,10.71,52341,0.52,1100,4.07
"112","033780","KT&G",80200,-200,-0.25,8208,9.77,63008,1.27,4400,5.49
"113","030210","KTB투자증권",4385,140,3.3,681,6.44,8098,0.54,150,3.42
"114","036030","KTH",9220,-620,-6.3,40,230.5,5741,1.61,0,0
"115","058850","KTcs",2830,-60,-2.08,178,15.9,3715,0.76,80,2.83
"116","058860","KTis",2850,0,0,272,10.48,4835,0.59,90,3.16
"117","060370","KT서브마린",5390,20,0.37,24,224.58,4680,1.15,30,0.56
"118","093050","LF",15950,-50,-0.31,2313,6.9,41768,0.38,500,3.13
"119","003550","LG",91600,-300,-0.33,6143,14.91,107050,0.86,2200,2.4
"120","034220","LG디스플레이",22200,-500,-2.2,NA,NA,31694,0.7,0,0
"121","001120","LG상사",30000,450,1.52,739,40.6,30224,0.99,300,1
"122","051900","LG생활건강",1580000,9000,0.57,46431,34.03,234042,6.75,11000,0.7
"123","051905","LG생활건강우",695000,-4000,-0.57,NA,NA,NA,NA,11050,1.59
"124","003555","LG우",67500,800,1.2,NA,NA,NA,NA,2250,3.33
"125","032640","LG유플러스",12100,0,0,1005,12.04,16218,0.75,400,3.31
"126","011070","LG이노텍",217000,-1000,-0.46,4323,50.2,93151,2.33,300,0.14
"127","066570","LG전자",151500,-1000,-0.66,169,896.45,79245,1.91,750,0.5
"128","066575","LG전자우",70500,300,0.43,NA,NA,NA,NA,800,1.13
"129","108670","LG하우시스",75600,2400,3.28,1154,65.51,91420,0.83,250,0.33
"130","108675","LG하우시스우",35400,1100,3.21,NA,NA,NA,NA,300,0.85
"131","037560","LG헬로비전",4535,15,0.33,NA,NA,12283,0.37,75,1.65
"132","051910","LG화학",966000,22000,2.33,4085,236.47,217230,4.45,2000,0.21
"133","051915","LG화학우",417500,2500,0.6,NA,NA,NA,NA,2050,0.49
"134","079550","LIG넥스원",37900,-250,-0.66,145,261.38,28817,1.32,600,1.58
"135","006260","LS",65300,-700,-1.06,912,71.6,98330,0.66,1450,2.22
"136","010120","LS ELECTRIC",61400,1700,2.85,3542,17.33,45353,1.35,1200,1.95
"137","000680","LS네트웍스",2700,10,0.37,NA,NA,6590,0.41,0,0
"138","229640","LS전선아시아",7640,100,1.33,523,14.61,4591,1.66,180,2.36
"139","023150","MH에탄올",8220,90,1.11,NA,NA,7785,1.06,350,4.26
"140","065150","MP그룹",895,0,0,11,81.36,252,3.55,0,0
"141","219550","MP한강",1065,-65,-5.75,NA,NA,536,1.99,0,0
"142","035420","NAVER",383000,2500,0.66,4006,95.61,35223,10.87,376,0.1
"143","160550","NEW",11300,-450,-3.83,NA,NA,3979,2.84,0,0
"144","053290","NE능률",8000,-140,-1.72,59,135.59,3886,2.06,0,0
"145","181710","NHN",70500,1000,1.44,656,107.47,80696,0.87,0,0
"146","104200","NHN벅스",6680,20,0.3,341,19.59,4560,1.46,0,0
"147","060250","NHN한국사이버결제",47200,-500,-1.05,1040,45.38,5192,9.09,230,0.49
"148","005940","NH투자증권",11400,50,0.44,1585,7.19,17934,0.64,500,4.39
"149","005945","NH투자증권우",8950,60,0.67,NA,NA,NA,NA,550,6.15
"150","034310","NICE",17300,-50,-0.29,771,22.44,18100,0.96,230,1.33
"151","030190","NICE평가정보",22900,50,0.22,682,33.58,3692,6.2,230,1
"152","008260","NI스틸",3495,-70,-1.96,224,15.6,3877,0.9,50,1.43
"153","004250","NPC",4140,-25,-0.6,343,12.07,6745,0.61,100,2.42
"154","004255","NPC우",2370,-25,-1.04,NA,NA,NA,NA,105,4.43
"155","010060","OCI",123500,-1000,-0.8,NA,NA,110515,1.12,0,0
"156","078590","OQP",4295,235,5.79,NA,NA,442,9.72,0,0
"157","178920","PI첨단소재",42400,450,1.07,603,70.32,8557,4.96,315,0.74
"158","024940","PN풍년",4500,185,4.29,577,7.8,3828,1.18,25,0.56
"159","005490","POSCO",308000,7000,2.33,22823,13.5,510076,0.6,10000,3.25
"160","218410","RFHIC",36700,-400,-1.08,857,42.82,8351,4.39,200,0.54
"161","091340","S&K폴리텍",5120,40,0.79,1368,3.74,7586,0.67,0,0
"162","010950","S-Oil",84400,-1100,-1.29,561,150.45,55715,1.51,200,0.24
"163","010955","S-Oil우",48200,-300,-0.62,NA,NA,NA,NA,225,0.47
"164","019550","SBI인베스트먼트",1890,345,22.33,71,26.62,583,3.24,0,0
"165","034120","SBS",22250,50,0.23,1114,19.97,31799,0.7,150,0.67
"166","101060","SBS미디어홀딩스",1945,5,0.26,NA,NA,4162,0.47,0,0
"167","046140","SBS콘텐츠허브",6580,0,0,26,253.08,7234,0.91,0,0
"168","036120","SCI평가정보",4250,165,4.04,141,30.14,610,6.97,69,1.62
"169","099220","SDN",3050,-15,-0.49,93,32.8,1642,1.86,0,0
"170","036540","SFA반도체",8090,-10,-0.12,146,55.41,2066,3.92,0,0
"171","255220","SG",2005,15,0.75,287,6.99,1924,1.04,0,0
"172","040610","SG&G",2490,-25,-0.99,49,50.82,7017,0.35,0,0
"173","049470","SGA",948,34,3.72,NA,NA,577,1.64,0,0
"174","184230","SGA솔루션즈",1330,65,5.14,NA,NA,496,2.68,0,0
"175","005090","SGC에너지",39550,1200,3.13,NA,NA,56341,0.7,1000,2.53
"176","016250","SGC이테크건설",52700,2100,4.15,6410,8.22,91954,0.57,1500,2.85
"177","004060","SG세계물산",720,16,2.27,48,15,1012,0.71,0,0
"178","001380","SG충방",2690,-10,-0.37,17,158.24,2893,0.93,0,0
"179","002360","SH에너지화학",926,-1,-0.11,NA,NA,876,1.06,0,0
"180","009160","SIMPAC",3310,-10,-0.3,157,21.08,6743,0.49,60,1.81
"181","123700","SJM",4120,50,1.23,438,9.41,10621,0.39,125,3.03
"182","025530","SJM홀딩스",3540,40,1.14,363,9.75,10066,0.35,175,4.94
"183","034730","SK",251000,-6500,-2.52,12917,19.43,235255,1.07,5000,1.99
"184","307070","SK4호스팩",2015,0,0,NA,NA,NA,NA,0,0
"185","337450","SK5호스팩",2100,0,0,NA,NA,NA,NA,0,0
"186","340350","SK6호스팩",2055,5,0.24,NA,NA,NA,NA,0,0
"187","011790","SKC",114000,0,0,1686,67.62,41542,2.74,1000,0.88
"188","018670","SK가스",94800,3200,3.49,17794,5.33,180030,0.53,3000,3.16
"189","001740","SK네트웍스",5610,20,0.36,NA,NA,8713,0.64,120,2.14
"190","001745","SK네트웍스우",113000,-5000,-4.24,NA,NA,NA,NA,145,0.13
"191","006120","SK디스커버리",62700,-300,-0.48,8846,7.09,82498,0.76,700,1.12
"192","006125","SK디스커버리우",52400,-1300,-2.42,NA,NA,NA,NA,750,1.43
"193","210980","SK디앤디",36350,900,2.54,2365,15.37,19032,1.91,600,1.65
"194","068400","SK렌터카",11150,-50,-0.45,740,15.07,9639,1.16,0,0
"195","036490","SK머티리얼즈",319800,-5700,-1.75,13507,23.68,44730,7.15,3850,1.2
"196","326030","SK바이오팜",109000,500,0.46,NA,NA,NA,NA,0,0
"197","03473K","SK우",243000,-4000,-1.62,NA,NA,NA,NA,5050,2.08
"198","096770","SK이노베이션",228500,-14000,-5.77,NA,NA,186398,1.23,3000,1.31
"199","096775","SK이노베이션우",165500,-6500,-3.78,NA,NA,NA,NA,3050,1.84
"200","001510","SK증권",899,17,1.93,67,13.42,1197,0.75,10,1.11
"201","001515","SK증권우",4920,-65,-1.3,NA,NA,NA,NA,15,0.3
"202","285130","SK케미칼",299500,-4000,-1.32,802,373.44,54214,5.52,450,0.15
"203","28513K","SK케미칼우",158500,-4500,-2.76,NA,NA,NA,NA,500,0.32
"204","017670","SK텔레콤",257000,2000,0.78,12144,21.16,284310,0.9,10000,3.89
"205","000660","SK하이닉스",136500,-3500,-2.5,2943,46.38,65836,2.07,1000,0.73
"206","048550","SM C&C",1770,35,2.02,40,44.25,1237,1.43,0,0
"207","063440","SM Life Design",3475,245,7.59,NA,NA,1084,3.21,0,0
"208","064960","SNT모티브",65400,600,0.93,181,361.33,50329,1.3,1400,2.14
"209","100840","SNT에너지",16300,0,0,2148,7.59,32631,0.5,800,4.91
"210","003570","SNT중공업",7510,50,0.67,622,12.07,18558,0.4,300,3.99
"211","036530","SNT홀딩스",18400,0,0,4072,4.52,46992,0.39,500,2.72
"212","005610","SPC삼립",73400,200,0.27,2492,29.45,37411,1.96,1104,1.5
"213","011810","STX",5610,-50,-0.88,NA,NA,2864,1.96,0,0
"214","077970","STX엔진",7060,210,3.07,737,9.58,8586,0.82,0,0
"215","071970","STX중공업",3620,140,4.02,NA,NA,4813,0.75,0,0
"216","289080","SV인베스트먼트",4825,410,9.29,NA,NA,1006,4.8,30,0.62
"217","084870","TBH글로벌",1735,20,1.17,NA,NA,5163,0.34,0,0
"218","002710","TCC스틸",4765,120,2.58,225,21.18,4962,0.96,30,0.63
"219","089230","THE E&M",1070,-20,-1.83,NA,NA,574,1.86,0,0
"220","161570","THE MIDONG",1810,0,0,NA,NA,2085,0.87,0,0
"221","032540","TJ미디어",3975,215,5.72,64,62.11,5642,0.7,50,1.26
"222","048770","TPC",4240,-30,-0.7,NA,NA,2030,2.09,15,0.35
"223","246690","TS인베스트먼트",4410,415,10.39,201,21.94,1434,3.08,25,0.57
"224","317240","TS트릴리온",2700,0,0,NA,NA,NA,NA,0,0
"225","038340","UCI",800,-6,-0.74,NA,NA,1110,0.72,0,0
"226","073570","WI",1540,0,0,20,77,536,2.87,0,0
"227","024070","WISCOM",3555,10,0.28,70,50.79,7697,0.46,50,1.41
"228","052300","W홀딩컴퍼니",323,-12,-3.58,NA,NA,429,0.75,0,0
"229","057030","YBM넷",7000,-80,-1.13,110,63.64,2583,2.71,0,0
"230","037270","YG PLUS",6100,-10,-0.16,NA,NA,1562,3.91,0,0
"231","040300","YTN",4115,-65,-1.56,NA,NA,4410,0.93,10,0.24
"232","051390","YW",4590,0,0,218,21.06,6272,0.73,50,1.09
"233","052220","iMBC",4065,-420,-9.36,93,43.71,2270,1.79,0,0
"234","079940","가비아",15100,0,0,826,18.28,5410,2.79,40,0.26
"235","078890","가온미디어",12850,-550,-4.1,1204,10.67,10280,1.25,100,0.78
"236","000500","가온전선",21000,100,0.48,1391,15.1,61708,0.34,600,2.86
"237","192410","감마누",3635,525,16.88,711,5.11,17361,0.21,0,0
"238","000860","강남제비스코",24650,-100,-0.4,2250,10.96,81019,0.3,500,2.03
"239","217730","강스템바이오텍",6770,60,0.89,NA,NA,2936,2.31,0,0
"240","114190","강원",2500,0,0,NA,NA,1211,2.06,0,0
"241","035250","강원랜드",25900,400,1.57,1651,15.69,17377,1.49,900,3.47
"242","094480","갤럭시아머니트리",5620,-30,-0.53,233,24.12,2344,2.4,55,0.98
"243","011420","갤럭시아에스엠",1595,30,1.92,NA,NA,791,2.02,0,0
"244","063080","게임빌",42750,1150,2.76,2110,20.26,38098,1.12,0,0
"245","044480","경남바이오파마",2560,140,5.79,NA,NA,3458,0.74,0,0
"246","039240","경남스틸",2570,90,3.63,186,13.82,3487,0.74,90,3.5
"247","053950","경남제약",6810,-10,-0.15,NA,NA,3588,1.9,0,0
"248","223310","경남제약헬스케어",3320,0,0,NA,NA,4820,0.69,0,0
"249","002100","경농",13650,200,1.49,254,53.74,8484,1.61,220,1.61
"250","009450","경동나비엔",50300,-300,-0.59,2207,22.79,23612,2.13,300,0.6
"251","267290","경동도시가스",19000,100,0.53,4167,4.56,57537,0.33,875,4.61
"252","012320","경동인베스트",34300,450,1.33,4007,8.56,171962,0.2,500,1.46
"253","011040","경동제약",9670,-20,-0.21,850,11.38,8539,1.13,400,4.14
"254","000050","경방",13000,-150,-1.14,1630,7.98,27050,0.48,125,0.96
"255","214390","경보제약",11950,-50,-0.42,221,54.07,6239,1.92,100,0.84
"256","012610","경인양행",6710,100,1.51,344,19.51,5357,1.25,50,0.75
"257","009140","경인전자",28300,450,1.62,182,155.49,34673,0.82,250,0.88
"258","024910","경창산업",2960,-40,-1.33,NA,NA,2134,1.39,0,0
"259","013580","계룡건설",30000,950,3.27,8363,3.59,50766,0.59,600,2
"260","012200","계양전기",4480,-55,-1.21,4,1120,5425,0.83,35,0.78
"261","012205","계양전기우",7020,230,3.39,NA,NA,NA,NA,40,0.57
"262","002140","고려산업",3895,0,0,182,21.4,3842,1.01,30,0.77
"263","198440","고려시멘트",3355,-15,-0.45,106,31.65,2766,1.21,15,0.45
"264","049720","고려신용정보",6220,-80,-1.27,476,13.07,1577,3.94,250,4.02
"265","010130","고려아연",403500,0,0,35811,11.27,355878,1.13,14000,3.47
"266","002240","고려제강",16550,-100,-0.6,434,38.13,59916,0.28,350,2.11
"267","014570","고려제약",11600,550,4.98,357,32.49,5914,1.96,100,0.86
"268","348150","고바이오랩",34650,0,0,NA,NA,NA,NA,0,0
"269","098460","고영",113600,-2200,-1.9,2192,51.82,17763,6.4,550,0.48
"270","038530","골드퍼시픽",1300,55,4.42,NA,NA,629,2.07,0,0
"271","215000","골프존",72800,-600,-0.82,2585,28.16,31877,2.28,2050,2.82
"272","121440","골프존뉴딘홀딩스",6950,200,2.96,NA,NA,10475,0.66,117,1.68
"273","009290","광동제약",8360,-10,-0.12,582,14.36,8069,1.04,80,0.96
"274","014200","광림",1640,5,0.31,NA,NA,1480,1.11,0,0
"275","017040","광명전기",2520,40,1.61,185,13.62,2255,1.12,15,0.6
"276","017900","광전자",2250,-10,-0.44,66,34.09,3805,0.59,50,2.22
"277","037710","광주신세계",162500,1000,0.62,29953,5.43,413244,0.39,3500,2.15
"278","026910","광진실업",4790,-35,-0.73,NA,NA,4384,1.09,0,0
"279","090150","광진윈텍",4065,30,0.74,223,18.23,4315,0.94,100,2.46
"280","355150","교보10호스팩",2095,20,0.96,NA,NA,NA,NA,0,0
"281","331520","교보9호스팩",2100,10,0.48,NA,NA,NA,NA,0,0
"282","030610","교보증권",7650,50,0.66,2391,3.2,26692,0.29,400,5.23
"283","339770","교촌에프앤비",18100,-50,-0.28,1411,12.83,3835,4.72,96,0.53
"284","053270","구영테크",4900,200,4.26,136,36.03,2717,1.8,30,0.61
"285","007690","국도화학",57200,-600,-1.04,6219,9.2,88911,0.64,1500,2.62
"286","005320","국동",4145,105,2.6,NA,NA,2337,1.77,0,0
"287","001140","국보",2210,75,3.51,NA,NA,1333,1.66,0,0
"288","066620","국보디자인",20600,200,0.98,2293,8.98,16449,1.25,300,1.46
"289","043650","국순당",8110,310,3.97,NA,NA,11214,0.72,100,1.23
"290","006050","국영지앤엠",2815,50,1.81,32,87.97,1514,1.86,15,0.53
"291","060480","국일신동",4400,-10,-0.23,NA,NA,4269,1.03,50,1.14
"292","078130","국일제지",5580,120,2.2,NA,NA,357,15.63,0,0
"293","307750","국전약품",6540,-20,-0.3,NA,NA,NA,NA,0,0
"294","002720","국제약품",7920,130,1.67,NA,NA,3163,2.5,0,0
"295","204020","그리티",2955,30,1.03,89,33.2,3678,0.8,30,1.02
"296","083420","그린케미칼",12500,650,5.49,236,52.97,4521,2.76,170,1.36
"297","186230","그린플러스",11950,-50,-0.42,337,35.46,3824,3.13,0,0
"298","014530","극동유화",3575,15,0.42,422,8.47,4825,0.74,160,4.48
"299","204620","글로벌텍스프리",3100,30,0.98,163,19.02,1953,1.59,0,0
"300","019660","글로본",3930,-45,-1.13,NA,NA,714,5.5,0,0
"301","014280","금강공업",5160,210,4.24,NA,NA,10865,0.47,80,1.55
"302","014285","금강공업우",11250,700,6.64,NA,NA,NA,NA,90,0.8
"303","053260","금강철강",6200,-170,-2.67,265,23.4,5902,1.05,100,1.61
"304","008870","금비",67000,200,0.3,8088,8.28,103528,0.65,1700,2.54
"305","001570","금양",4280,155,3.76,NA,NA,1535,2.79,0,0
"306","002990","금호산업",9420,570,6.44,332,28.37,10364,0.91,500,5.31
"307","002995","금호산업우",31800,1400,4.61,NA,NA,NA,NA,550,1.73
"308","011780","금호석유",214000,-17000,-7.36,10549,20.29,78488,2.73,1500,0.7
"309","011785","금호석유우",85400,-4900,-5.43,NA,NA,NA,NA,1550,1.81
"310","214330","금호에이치티",2235,-15,-0.67,NA,NA,2439,0.92,0,0
"311","001210","금호전기",2575,15,0.59,NA,NA,3098,0.83,0,0
"312","073240","금호타이어",3915,-5,-0.13,NA,NA,4383,0.89,0,0
"313","036190","금화피에스시",29050,-50,-0.17,4614,6.3,39902,0.73,1300,4.48
"314","049080","기가레인",1700,0,0,NA,NA,526,3.23,0,0
"315","035460","기산텔레콤",2765,0,0,231,11.97,2198,1.26,0,0
"316","092440","기신정기",5140,375,7.87,298,17.25,8125,0.63,150,2.92
"317","000270","기아차",85800,3000,3.62,4556,18.83,71487,1.2,1150,1.34
"318","024110","기업은행",9020,60,0.67,2242,4.02,33567,0.27,670,7.43
"319","013700","까뮤이앤씨",2680,-250,-8.53,305,8.79,1571,1.71,30,1.12
"320","308100","까스텔바작",12600,-700,-5.26,1083,11.63,11624,1.08,0,0
"321","004540","깨끗한나라",4005,5,0.13,NA,NA,4260,0.94,0,0
"322","004545","깨끗한나라우",18250,850,4.89,NA,NA,NA,NA,0,0
"323","187790","나노",1500,0,0,18,83.33,1954,0.77,0,0
"324","286750","나노브릭",17850,-150,-0.83,NA,NA,3103,5.75,0,0
"325","151910","나노스",7820,380,5.11,NA,NA,336,23.27,0,0
"326","121600","나노신소재",26500,-150,-0.56,541,48.98,8591,3.08,120,0.45
"327","247660","나노씨엠에스",21100,-1250,-5.59,NA,NA,750,28.13,0,0
"328","039860","나노엔텍",7270,-100,-1.36,219,33.2,1546,4.7,0,0
"329","091970","나노캠텍",2025,25,1.25,NA,NA,2292,0.88,0,0
"330","051490","나라엠앤디",10100,-50,-0.49,78,129.49,5596,1.8,60,0.59
"331","190510","나무가",21000,350,1.69,NA,NA,6446,3.26,0,0
"332","242040","나무기술",2815,-5,-0.18,131,21.49,592,4.76,0,0
"333","089600","나스미디어",37800,-150,-0.4,2156,17.53,14753,2.56,660,1.75
"334","293580","나우IB",10700,-100,-0.93,312,34.29,7428,1.44,150,1.4
"335","138610","나이벡",32600,-1650,-4.82,NA,NA,2767,11.78,0,0
"336","130580","나이스디앤비",9580,-20,-0.21,686,13.97,3540,2.71,175,1.83
"337","036800","나이스정보통신",28850,200,0.7,3212,8.98,23005,1.25,460,1.59
"338","267320","나인테크",4900,-40,-0.81,NA,NA,NA,NA,0,0
"339","001260","남광토건",13500,400,3.05,394,34.26,5379,2.51,0,0
"340","008350","남선알미늄",4150,-75,-1.78,131,31.68,1621,2.56,0,0
"341","008355","남선알미우",38600,200,0.52,NA,NA,NA,NA,0,0
"342","004270","남성",4190,40,0.96,NA,NA,2379,1.76,25,0.6
"343","003920","남양유업",295000,1500,0.51,34527,8.54,1028846,0.29,1000,0.34
"344","003925","남양유업우",179500,-500,-0.28,NA,NA,NA,NA,1050,0.58
